3	3	57	5
0	58	540	9000	0.36	0.7	0.155
1	58	540	12000	0.48	0.7	0.155
2	58	540	24000	0.72	0.7	0.155
0	0	Depot	0	48.136	11.629	0	0	0	0	20	5	1	0
1	1001	1001	0	47.983	11.704	142	15	1	0	20	5	1	28.294020000000003
2	1015	1015	0	48.693	12.029	862	15	1	0	20	5	1	53.71722
3	1016	1016	0	48.471	11.969	16634	15	2	0	20	5	1	610.6265400000001
4	1020	1020	0	48.434	11.353	1095	15	1	0	20	5	1	61.94445
5	1030	1030	0	47.877	11.731	1439	15	1	0	20	5	1	74.09109000000002
6	1031	1031	0	47.879	11.933	3429	15	2	0	20	5	1	144.35799
7	1034	1034	0	47.842	12.349	4342	15	2	0	20	5	1	176.59601999999998
8	1035	1035	0	47.8	11.991	5407	15	2	0	20	5	1	214.20117
9	1041	1041	0	48.198	11.253	1976	15	1	0	20	5	1	93.05256
10	1045	1045	0	47.834	11.129	5801	15	2	0	20	5	1	228.11331000000004
11	1050	1050	0	47.951	12.841	632	15	1	0	20	5	1	45.59592000000001
12	1053	1053	0	48.593	13.089	1310	15	1	0	20	5	1	69.5361
13	1056	1056	0	48.929	12.671	1251	15	1	0	20	5	1	67.45281
14	1061	1061	0	48.786	12.529	2266	15	2	0	20	5	1	103.29245999999999
15	1062	1062	0	48.838	12.474	2369	15	3	0	20	5	1	106.92938999999998
16	1063	1063	0	48.9	12.478	1669	15	2	0	20	5	1	82.21239
17	1064	1064	0	48.682	11.621	2519	15	1	0	20	5	1	112.22588999999999
18	1065	1065	0	49.029	12.999	4351	15	2	0	20	5	1	176.91381
19	1067	1067	0	48.188	12.375	2004	15	2	0	20	5	1	94.04124
20	1068	1068	0	48.216	12.411	8193	15	2	0	20	5	1	312.57482999999996
21	1070	1070	0	47.963	12.613	2576	15	1	0	20	5	1	114.23856
22	1074	1074	0	48.039	11.812	602	15	1	0	20	5	1	44.53662
23	1076	1076	0	48.286	11.19	1501	15	1	0	20	5	1	76.28031000000001
24	1082	1082	0	48.626	11.43	9524	15	1	0	20	5	1	359.5724400000001
25	1084	1084	0	48.565	10.885	1742	15	2	0	20	5	1	84.79002
26	1088	1088	0	47.9	12.202	1055	15	1	0	20	5	1	60.53205000000001
27	1089	1089	0	47.898	12.222	2600	15	2	0	20	5	1	115.086
28	1091	1091	0	48.036	11.72	2201	15	2	0	20	5	1	100.99731
29	1102	1102	0	47.559	11.124	5275	15	1	0	20	5	1	209.54025
30	1115	1115	0	48.774	12.062	4864	15	2	0	20	5	1	195.02784000000003
31	1123	1123	0	48.502	11.605	2656	15	2	0	20	5	1	117.06336
32	1126	1126	0	48.212	11.177	2433	15	1	0	20	5	1	109.18923
33	1133	1133	0	48.196	11.857	3303	15	1	0	20	5	1	139.90893
34	1151	1151	0	48.081	11.275	1734	15	1	0	20	5	1	84.50754
35	1164	1164	0	47.885	11.934	107	15	1	0	20	5	1	27.05817
36	1165	1165	0	48.414	10.289	5462	15	1	0	20	5	1	216.14322
37	1174	1174	0	48.306	11.619	573	15	1	0	20	5	1	43.51263
38	1176	1176	0	47.878	11.931	3960	15	2	0	20	5	1	163.10760000000005
39	1177	1177	0	47.884	11.712	615	15	1	0	20	5	1	44.99565
40	1179	1179	0	48.894	12.606	3115	15	2	0	20	5	1	133.27065
41	1186	1186	0	47.855	11.149	591	15	1	0	20	5	1	44.14821000000001
42	1187	1187	0	47.783	11.05	3892	15	2	0	20	5	1	160.70651999999998
43	1190	1190	0	48.546	11.508	990	15	1	0	20	5	1	58.23690000000001
44	1193	1193	0	48.605	13.417	198	15	1	0	20	5	1	30.271379999999997
45	1204	1204	0	49.023	13.003	6841	15	2	0	20	5	1	264.83571000000006
46	1210	1210	0	47.897	11.838	480	15	1	0	20	5	1	40.22880000000001
47	1213	1213	0	48.193	11.469	2242	15	2	0	20	5	1	102.44502
48	1231	1231	0	47.843	11.036	1919	15	1	0	20	5	1	91.03989
49	1236	1236	0	47.781	11.676	5024	15	2	0	20	5	1	200.67744
50	1255	1255	0	47.851	12.546	650	15	1	0	20	5	1	46.2315
51	1273	1273	0	48.153	11.445	1071	15	1	0	20	5	1	61.09701
52	1313	1313	0	48.576	12.638	4306	15	1	0	20	5	1	175.32486000000003
53	1315	1315	0	47.852	11.491	2499	15	1	0	20	5	1	111.51969
54	1350	1350	0	47.853	11.493	2607	15	1	0	20	5	1	115.33317
55	1371	1371	0	48.169	12.142	1205	15	1	0	20	5	1	65.82855
56	1372	1372	0	48.859	12.439	802	15	1	0	20	5	1	51.59862
57	1497	1497	0	48.907	11.878	572	15	1	0	20	5	1	43.47732000000001
